Round0, ROCAUC0.438871473354, LOGLOSS0.690558615327, F1 MACRO0.430199430199, F1 POS0.230769230769, ACCURACY0.5, PRECISION0.44, RECALL0.429467084639
Round29, ROCAUC0.520108695652, LOGLOSS0.694166171172, F1 MACRO0.427272727273, F1 POS0.4, ACCURACY0.428571428571, PRECISION0.474418604651, RECALL0.476086956522
Round30, ROCAUC0.603174603175, LOGLOSS0.659076254728, F1 MACRO0.595430107527, F1 POS0.416666666667, ACCURACY0.674418604651, PRECISION0.608597285068, RECALL0.690476190476
Round31, ROCAUC0.476391825229, LOGLOSS0.689878382181, F1 MACRO0.421474358974, F1 POS0.208333333333, ACCURACY0.5, PRECISION0.437158469945, RECALL0.45947850599
Round32, ROCAUC0.535714285714, LOGLOSS0.651191387858, F1 MACRO0.524617996604, F1 POS0.210526315789, ACCURACY0.732142857143, PRECISION0.582352941176, RECALL0.535714285714
Round33, ROCAUC0.555555555556, LOGLOSS0.648652710936, F1 MACRO0.441890166028, F1 POS0.148148148148, ACCURACY0.59649122807, PRECISION0.526515151515, RECALL0.62962962963
Round34, ROCAUC0.402243589744, LOGLOSS0.691720042072, F1 MACRO0.397416413374, F1 POS0.0714285714286, ACCURACY0.573770491803, PRECISION0.402898550725, RECALL0.392628205128
Round35, ROCAUC0.632783882784, LOGLOSS0.670219762685, F1 MACRO0.577094474153, F1 POS0.409090909091, ACCURACY0.643835616438, PRECISION0.575652173913, RECALL0.57967032967
Round36, ROCAUC0.611851851852, LOGLOSS0.678799032592, F1 MACRO0.475594997983, F1 POS0.324324324324, ACCURACY0.519230769231, PRECISION0.5125, RECALL0.508888888889
Round37, ROCAUC0.568666666667, LOGLOSS0.664968017431, F1 MACRO0.488993710692, F1 POS0.166666666667, ACCURACY0.692307692308, PRECISION0.49503968254, RECALL0.496666666667
Round38, ROCAUC0.484504913076, LOGLOSS0.660796993657, F1 MACRO0.516170104405, F1 POS0.242424242424, ACCURACY0.671052631579, PRECISION0.669047619048, RECALL0.553665910809
Round39, ROCAUC0.488095238095, LOGLOSS0.711785758669, F1 MACRO0.480413895048, F1 POS0.536585365854, ACCURACY0.486486486486, PRECISION0.480882352941, RECALL0.480654761905
Round40, ROCAUC0.725765306122, LOGLOSS0.618550197895, F1 MACRO0.628571428571, F1 POS0.457142857143, ACCURACY0.707692307692, PRECISION0.62356979405, RECALL0.637755102041
Round41, ROCAUC0.593103448276, LOGLOSS0.681601653769, F1 MACRO0.513333333333, F1 POS0.36, ACCURACY0.561643835616, PRECISION0.54962406015, RECALL0.575862068966
Round42, ROCAUC0.596003898635, LOGLOSS0.684433462528, F1 MACRO0.501915708812, F1 POS0.555555555556, ACCURACY0.507692307692, PRECISION0.547222222222, RECALL0.541423001949
Round43, ROCAUC0.545833333333, LOGLOSS0.688844922591, F1 MACRO0.511396843951, F1 POS0.344827586207, ACCURACY0.568181818182, PRECISION0.563492063492, RECALL0.541666666667
Round44, ROCAUC0.565476190476, LOGLOSS0.614897447228, F1 MACRO0.411764705882, F1 POS0.0, ACCURACY0.7, PRECISION0.357142857143, RECALL0.486111111111
Round45, ROCAUC0.602678571429, LOGLOSS0.745197829273, F1 MACRO0.388888888889, F1 POS0.388888888889, ACCURACY0.388888888889, PRECISION0.5625, RECALL0.5625
Round46, ROCAUC0.703703703704, LOGLOSS0.652145798536, F1 MACRO0.675862068966, F1 POS0.551724137931, ACCURACY0.723404255319, PRECISION0.786549707602, RECALL0.681481481481
TOTAL All round, ROCAUC0.533949185775, LOGLOSS0.676057171796, F1 MACRO0.481360585875, F1 POS0.35425129185, ACCURACY0.569506501751, PRECISION0.528640801827, RECALL0.520808427039
