Round0, ROCAUC0.470219435737, LOGLOSS0.707236478478, F1 MACRO0.466666666667, F1 POS0.333333333333, ACCURACY0.5, PRECISION0.488721804511, RECALL0.485893416928
Round24, ROCAUC0.531855955679, LOGLOSS0.69378708303, F1 MACRO0.526045487894, F1 POS0.63829787234, ACCURACY0.552631578947, PRECISION0.567857142857, RECALL0.552631578947
Round25, ROCAUC0.439930555556, LOGLOSS0.694785712601, F1 MACRO0.466923076923, F1 POS0.653846153846, ACCURACY0.532467532468, PRECISION0.482580037665, RECALL0.487152777778
Round26, ROCAUC0.552631578947, LOGLOSS0.687055062603, F1 MACRO0.528132033008, F1 POS0.451612903226, ACCURACY0.540540540541, PRECISION0.551666666667, RECALL0.545321637427
Round27, ROCAUC0.497457627119, LOGLOSS0.68930770702, F1 MACRO0.51354679803, F1 POS0.285714285714, ACCURACY0.620253164557, PRECISION0.51355661882, RECALL0.514406779661
Round28, ROCAUC0.720170454545, LOGLOSS0.708346674609, F1 MACRO0.27036199095, F1 POS0.423076923077, ACCURACY0.302325581395, PRECISION0.634146341463, RECALL0.53125
Round29, ROCAUC0.414130434783, LOGLOSS0.806766695446, F1 MACRO0.325925925926, F1 POS0.133333333333, ACCURACY0.380952380952, PRECISION0.481034482759, RECALL0.49402173913
Round30, ROCAUC0.652777777778, LOGLOSS0.673082825749, F1 MACRO0.543939393939, F1 POS0.3, ACCURACY0.674418604651, PRECISION0.548717948718, RECALL0.575396825397
Round31, ROCAUC0.560606060606, LOGLOSS0.680364641312, F1 MACRO0.609684519442, F1 POS0.51724137931, ACCURACY0.631578947368, PRECISION0.623529411765, RECALL0.610993657505
Round32, ROCAUC0.392006802721, LOGLOSS0.685520121029, F1 MACRO0.464894058995, F1 POS0.206896551724, ACCURACY0.589285714286, PRECISION0.465853658537, RECALL0.464285714286
Round33, ROCAUC0.679012345679, LOGLOSS0.680981388218, F1 MACRO0.463157894737, F1 POS0.105263157895, ACCURACY0.701754385965, PRECISION0.506859756098, RECALL0.527777777778
Round34, ROCAUC0.454326923077, LOGLOSS0.617639841603, F1 MACRO0.453559641678, F1 POS0.0952380952381, ACCURACY0.688524590164, PRECISION0.44929245283, RECALL0.465544871795
Round35, ROCAUC0.630494505495, LOGLOSS0.666837864134, F1 MACRO0.547852147852, F1 POS0.436363636364, ACCURACY0.575342465753, PRECISION0.561085972851, RECALL0.574175824176
Round36, ROCAUC0.533333333333, LOGLOSS0.707115583122, F1 MACRO0.504761904762, F1 POS0.342857142857, ACCURACY0.557692307692, PRECISION0.57380952381, RECALL0.545925925926
Round37, ROCAUC0.5, LOGLOSS0.659913584819, F1 MACRO0.471153846154, F1 POS0.153846153846, ACCURACY0.661538461538, PRECISION0.470538720539, RECALL0.476666666667
Round38, ROCAUC0.5, LOGLOSS0.693147182465, F1 MACRO0.26213592233, F1 POS0.52427184466, ACCURACY0.355263157895, PRECISION0.177631578947, RECALL0.5
Round39, ROCAUC0.47619047619, LOGLOSS0.727612974676, F1 MACRO0.439393939394, F1 POS0.333333333333, ACCURACY0.459459459459, PRECISION0.492063492063, RECALL0.494047619048
Round40, ROCAUC0.614158163265, LOGLOSS0.684692753278, F1 MACRO0.557823129252, F1 POS0.448979591837, ACCURACY0.584615384615, PRECISION0.588541666667, RECALL0.619260204082
Round41, ROCAUC0.563218390805, LOGLOSS0.683504928465, F1 MACRO0.58794310228, F1 POS0.418604651163, ACCURACY0.657534246575, PRECISION0.594047619048, RECALL0.636206896552
Round42, ROCAUC0.568713450292, LOGLOSS0.674721566072, F1 MACRO0.37050921587, F1 POS0.0606060606061, ACCURACY0.523076923077, PRECISION0.362994350282, RECALL0.452729044834
Round43, ROCAUC0.625, LOGLOSS0.687304353172, F1 MACRO0.536842105263, F1 POS0.473684210526, ACCURACY0.545454545455, PRECISION0.538461538462, RECALL0.5375
Round44, ROCAUC0.65376984127, LOGLOSS0.602682445049, F1 MACRO0.411764705882, F1 POS0.0, ACCURACY0.7, PRECISION0.357142857143, RECALL0.486111111111
Round45, ROCAUC0.495535714286, LOGLOSS0.704259297086, F1 MACRO0.437037037037, F1 POS0.296296296296, ACCURACY0.472222222222, PRECISION0.487616099071, RECALL0.482142857143
Round46, ROCAUC0.425925925926, LOGLOSS0.70561190108, F1 MACRO0.476513317191, F1 POS0.342857142857, ACCURACY0.510638297872, PRECISION0.48125, RECALL0.483333333333
TOTAL All round, ROCAUC0.531492146748, LOGLOSS0.69018278226, F1 MACRO0.45626061326, F1 POS0.34203073913, ACCURACY0.541124160212, PRECISION0.500129964812, RECALL0.509468248408
