Round0, ROCAUC0.470219435737, LOGLOSS0.677042999864, F1 MACRO0.515738498789, F1 POS0.285714285714, ACCURACY0.625, PRECISION0.516666666667, RECALL0.515673981191
Round27, ROCAUC0.396610169492, LOGLOSS0.638235947377, F1 MACRO0.453533834586, F1 POS0.08, ACCURACY0.708860759494, PRECISION0.471621621622, RECALL0.491101694915
Round28, ROCAUC0.525568181818, LOGLOSS0.779093031966, F1 MACRO0.359624931054, F1 POS0.448979591837, ACCURACY0.372093023256, PRECISION0.644736842105, RECALL0.578125
Round29, ROCAUC0.514130434783, LOGLOSS0.741343673259, F1 MACRO0.372205763534, F1 POS0.212765957447, ACCURACY0.412698412698, PRECISION0.544642857143, RECALL0.51902173913
Round30, ROCAUC0.5, LOGLOSS0.693147182465, F1 MACRO0.14, F1 POS0.28, ACCURACY0.162790697674, PRECISION0.0813953488372, RECALL0.5
Round31, ROCAUC0.599718111346, LOGLOSS0.677704507583, F1 MACRO0.610256410256, F1 POS0.553846153846, ACCURACY0.618421052632, PRECISION0.610795454545, RECALL0.609936575053
Round32, ROCAUC0.425170068027, LOGLOSS0.686846380787, F1 MACRO0.49918699187, F1 POS0.266666666667, ACCURACY0.607142857143, PRECISION0.5, RECALL0.5
Round33, ROCAUC0.654320987654, LOGLOSS0.630567162706, F1 MACRO0.441176470588, F1 POS0.0, ACCURACY0.789473684211, PRECISION0.46875, RECALL0.416666666667
Round34, ROCAUC0.335737179487, LOGLOSS0.637813902781, F1 MACRO0.461764705882, F1 POS0.1, ACCURACY0.704918032787, PRECISION0.460317460317, RECALL0.475961538462
Round35, ROCAUC0.586996336996, LOGLOSS0.716086410496, F1 MACRO0.320930232558, F1 POS0.441860465116, ACCURACY0.342465753425, PRECISION0.521153846154, RECALL0.510073260073
Round36, ROCAUC0.608888888889, LOGLOSS0.673778609588, F1 MACRO0.576296296296, F1 POS0.56, ACCURACY0.576923076923, PRECISION0.576296296296, RECALL0.576296296296
Round37, ROCAUC0.481333333333, LOGLOSS0.690611789777, F1 MACRO0.453781512605, F1 POS0.142857142857, ACCURACY0.630769230769, PRECISION0.451923076923, RECALL0.456666666667
Round38, ROCAUC0.503779289494, LOGLOSS0.678518811339, F1 MACRO0.529763174739, F1 POS0.325581395349, ACCURACY0.618421052632, PRECISION0.552083333333, RECALL0.537792894936
Round39, ROCAUC0.355654761905, LOGLOSS0.71102596618, F1 MACRO0.387706855792, F1 POS0.553191489362, ACCURACY0.432432432432, PRECISION0.386363636364, RECALL0.403273809524
Round40, ROCAUC0.550382653061, LOGLOSS0.70999672688, F1 MACRO0.425877297684, F1 POS0.372881355932, ACCURACY0.430769230769, PRECISION0.514270613108, RECALL0.517219387755
Round41, ROCAUC0.52816091954, LOGLOSS0.670883268118, F1 MACRO0.523913043478, F1 POS0.347826086957, ACCURACY0.58904109589, PRECISION0.545698924731, RECALL0.568390804598
Round42, ROCAUC0.573586744639, LOGLOSS0.677304855677, F1 MACRO0.489973844813, F1 POS0.27027027027, ACCURACY0.584615384615, PRECISION0.55, RECALL0.526803118908
Round43, ROCAUC0.508333333333, LOGLOSS0.701932787895, F1 MACRO0.454094292804, F1 POS0.230769230769, ACCURACY0.545454545455, PRECISION0.526315789474, RECALL0.5125
Round44, ROCAUC0.515873015873, LOGLOSS0.672321814299, F1 MACRO0.503968253968, F1 POS0.285714285714, ACCURACY0.6, PRECISION0.503968253968, RECALL0.503968253968
Round45, ROCAUC0.497767857143, LOGLOSS0.699232465691, F1 MACRO0.451483560545, F1 POS0.344827586207, ACCURACY0.472222222222, PRECISION0.519047619048, RECALL0.526785714286
Round46, ROCAUC0.401851851852, LOGLOSS0.705179374269, F1 MACRO0.339229024943, F1 POS0.311111111111, ACCURACY0.340425531915, PRECISION0.344545454545, RECALL0.341666666667
TOTAL All round, ROCAUC0.520462218017, LOGLOSS0.678517369215, F1 MACRO0.469597941703, F1 POS0.346933190309, ACCURACY0.562480459993, PRECISION0.509969744985, RECALL0.514684569966
