Round0, ROCAUC0.510971786834, LOGLOSS0.669738607854, F1 MACRO0.52380952381, F1 POS0.333333333333, ACCURACY0.6, PRECISION0.524216524217, RECALL0.526645768025
Round11, ROCAUC0.352941176471, LOGLOSS0.552412986182, F1 MACRO0.48, F1 POS0.0, ACCURACY0.923076923077, PRECISION0.489795918367, RECALL0.470588235294
Round12, ROCAUC0.670454545455, LOGLOSS0.766990923882, F1 MACRO0.389416553596, F1 POS0.181818181818, ACCURACY0.46, PRECISION0.522222222222, RECALL0.508116883117
Round13, ROCAUC0.533333333333, LOGLOSS0.712283445256, F1 MACRO0.375490196078, F1 POS0.133333333333, ACCURACY0.469387755102, PRECISION0.494983277592, RECALL0.483333333333
Round14, ROCAUC0.56393442623, LOGLOSS0.576392730208, F1 MACRO0.428571428571, F1 POS0.0, ACCURACY0.75, PRECISION0.395833333333, RECALL0.467213114754
Round15, ROCAUC0.455194805195, LOGLOSS0.739955997611, F1 MACRO0.41134751773, F1 POS0.489361702128, ACCURACY0.421686746988, PRECISION0.431235431235, RECALL0.423376623377
Round16, ROCAUC0.568151147099, LOGLOSS0.669572415948, F1 MACRO0.465385562947, F1 POS0.243902439024, ACCURACY0.557142857143, PRECISION0.494047619048, RECALL0.490553306343
Round17, ROCAUC0.606811145511, LOGLOSS0.685167133246, F1 MACRO0.572580645161, F1 POS0.5, ACCURACY0.584905660377, PRECISION0.577142857143, RECALL0.583591331269
Round18, ROCAUC0.69296875, LOGLOSS0.682227037274, F1 MACRO0.493253373313, F1 POS0.551724137931, ACCURACY0.5, PRECISION0.567669172932, RECALL0.55625
Round19, ROCAUC0.514285714286, LOGLOSS0.693692632211, F1 MACRO0.43253968254, F1 POS0.388888888889, ACCURACY0.435897435897, PRECISION0.45320855615, RECALL0.45
Round20, ROCAUC0.468855218855, LOGLOSS0.692583617042, F1 MACRO0.564102564103, F1 POS0.461538461538, ACCURACY0.588235294118, PRECISION0.564285714286, RECALL0.568181818182
Round21, ROCAUC0.522446689113, LOGLOSS0.69529363513, F1 MACRO0.494949494949, F1 POS0.545454545455, ACCURACY0.5, PRECISION0.516483516484, RECALL0.515151515152
Round22, ROCAUC0.624069478908, LOGLOSS0.702039930904, F1 MACRO0.402169981917, F1 POS0.632911392405, ACCURACY0.491228070175, PRECISION0.610849056604, RECALL0.529156327543
Round23, ROCAUC0.549201009251, LOGLOSS0.697675913572, F1 MACRO0.529015979815, F1 POS0.609756097561, ACCURACY0.542857142857, PRECISION0.529015979815, RECALL0.529015979815
Round24, ROCAUC0.484764542936, LOGLOSS0.704774254247, F1 MACRO0.491190979563, F1 POS0.558139534884, ACCURACY0.5, PRECISION0.5, RECALL0.5
Round25, ROCAUC0.386111111111, LOGLOSS0.697326774721, F1 MACRO0.399010089473, F1 POS0.601941747573, ACCURACY0.467532467532, PRECISION0.398820326679, RECALL0.422569444444
Round26, ROCAUC0.654970760234, LOGLOSS0.672840825609, F1 MACRO0.583645911478, F1 POS0.516129032258, ACCURACY0.594594594595, PRECISION0.613333333333, RECALL0.599415204678
Round27, ROCAUC0.498305084746, LOGLOSS0.645967751364, F1 MACRO0.521212121212, F1 POS0.242424242424, ACCURACY0.683544303797, PRECISION0.532634032634, RECALL0.523728813559
Round28, ROCAUC0.676136363636, LOGLOSS0.75234853251, F1 MACRO0.312189740761, F1 POS0.408163265306, ACCURACY0.325581395349, PRECISION0.531578947368, RECALL0.517045454545
Round29, ROCAUC0.546739130435, LOGLOSS0.704752185988, F1 MACRO0.505944852011, F1 POS0.474576271186, ACCURACY0.507936507937, PRECISION0.572966507177, RECALL0.566304347826
Round30, ROCAUC0.579365079365, LOGLOSS0.677178431389, F1 MACRO0.470443349754, F1 POS0.285714285714, ACCURACY0.53488372093, PRECISION0.527056277056, RECALL0.549603174603
Round31, ROCAUC0.56976744186, LOGLOSS0.684455883346, F1 MACRO0.552631578947, F1 POS0.552631578947, ACCURACY0.552631578947, PRECISION0.562367864693, RECALL0.562367864693
Round32, ROCAUC0.406462585034, LOGLOSS0.669737876526, F1 MACRO0.410526315789, F1 POS0.0, ACCURACY0.696428571429, PRECISION0.367924528302, RECALL0.464285714286
Round33, ROCAUC0.759259259259, LOGLOSS0.656192400999, F1 MACRO0.493083003953, F1 POS0.181818181818, ACCURACY0.684210526316, PRECISION0.539473684211, RECALL0.675925925926
Round34, ROCAUC0.278044871795, LOGLOSS0.678574906509, F1 MACRO0.421443298969, F1 POS0.08, ACCURACY0.622950819672, PRECISION0.419217687075, RECALL0.423878205128
Round35, ROCAUC0.639652014652, LOGLOSS0.692800371614, F1 MACRO0.502272727273, F1 POS0.454545454545, ACCURACY0.506849315068, PRECISION0.559523809524, RECALL0.568681318681
Round36, ROCAUC0.618518518519, LOGLOSS0.673957985754, F1 MACRO0.615384615385, F1 POS0.615384615385, ACCURACY0.615384615385, PRECISION0.616296296296, RECALL0.616296296296
Round37, ROCAUC0.553333333333, LOGLOSS0.638229062466, F1 MACRO0.430476190476, F1 POS0.08, ACCURACY0.646153846154, PRECISION0.422727272727, RECALL0.443333333333
Round38, ROCAUC0.549130763416, LOGLOSS0.693688199708, F1 MACRO0.452853380158, F1 POS0.517647058824, ACCURACY0.460526315789, PRECISION0.550766283525, RECALL0.540060468632
Round39, ROCAUC0.342261904762, LOGLOSS0.742171186853, F1 MACRO0.347892720307, F1 POS0.488888888889, ACCURACY0.378378378378, PRECISION0.344551282051, RECALL0.355654761905
Round40, ROCAUC0.635841836735, LOGLOSS0.690729231559, F1 MACRO0.519230769231, F1 POS0.423076923077, ACCURACY0.538461538462, PRECISION0.566570881226, RECALL0.588647959184
Round41, ROCAUC0.57816091954, LOGLOSS0.664842574155, F1 MACRO0.512032085561, F1 POS0.318181818182, ACCURACY0.58904109589, PRECISION0.529780564263, RECALL0.54367816092
Round42, ROCAUC0.57261208577, LOGLOSS0.67196503465, F1 MACRO0.451733833177, F1 POS0.181818181818, ACCURACY0.584615384615, PRECISION0.546610169492, RECALL0.516081871345
Round43, ROCAUC0.447916666667, LOGLOSS0.715277767994, F1 MACRO0.393939393939, F1 POS0.0909090909091, ACCURACY0.545454545455, PRECISION0.52380952381, RECALL0.504166666667
Round44, ROCAUC0.501984126984, LOGLOSS0.648028533459, F1 MACRO0.577647823262, F1 POS0.315789473684, ACCURACY0.74, PRECISION0.677777777778, RECALL0.579365079365
Round45, ROCAUC0.569196428571, LOGLOSS0.6955453472, F1 MACRO0.4375, F1 POS0.375, ACCURACY0.444444444444, PRECISION0.541666666667, RECALL0.553571428571
Round46, ROCAUC0.488888888889, LOGLOSS0.702948342612, F1 MACRO0.46992481203, F1 POS0.368421052632, ACCURACY0.489361702128, PRECISION0.47030651341, RECALL0.471296296296
TOTAL All round, ROCAUC0.523540145268, LOGLOSS0.682244402998, F1 MACRO0.466601182228, F1 POS0.337090456054, ACCURACY0.554546833688, PRECISION0.507952093619, RECALL0.512046410434
