Round0, ROCAUC0.501567398119, LOGLOSS0.661448674649, F1 MACRO0.52380952381, F1 POS0.333333333333, ACCURACY0.6, PRECISION0.524216524217, RECALL0.526645768025
Round34, ROCAUC0.434294871795, LOGLOSS0.718769484856, F1 MACRO0.401960784314, F1 POS0.333333333333, ACCURACY0.409836065574, PRECISION0.509756097561, RECALL0.512820512821
Round35, ROCAUC0.498168498168, LOGLOSS0.706634571291, F1 MACRO0.499237804878, F1 POS0.4375, ACCURACY0.506849315068, PRECISION0.546124031008, RECALL0.554487179487
Round36, ROCAUC0.602962962963, LOGLOSS0.675300136782, F1 MACRO0.623332062524, F1 POS0.558139534884, ACCURACY0.634615384615, PRECISION0.642156862745, RECALL0.628888888889
Round37, ROCAUC0.737333333333, LOGLOSS0.628260695017, F1 MACRO0.628571428571, F1 POS0.457142857143, ACCURACY0.707692307692, PRECISION0.622222222222, RECALL0.646666666667
Round38, ROCAUC0.443688586546, LOGLOSS0.689153441081, F1 MACRO0.482021151586, F1 POS0.216216216216, ACCURACY0.618421052632, PRECISION0.525757575758, RECALL0.512849584278
Round39, ROCAUC0.479166666667, LOGLOSS0.70461945276, F1 MACRO0.455882352941, F1 POS0.411764705882, ACCURACY0.459459459459, PRECISION0.477564102564, RECALL0.479166666667
Round40, ROCAUC0.683673469388, LOGLOSS0.64605113222, F1 MACRO0.622093023256, F1 POS0.5, ACCURACY0.661538461538, PRECISION0.628861003861, RECALL0.670280612245
Round41, ROCAUC0.496551724138, LOGLOSS0.662135612475, F1 MACRO0.466374269006, F1 POS0.210526315789, ACCURACY0.58904109589, PRECISION0.476956521739, RECALL0.469540229885
Round42, ROCAUC0.624269005848, LOGLOSS0.660760646141, F1 MACRO0.566666666667, F1 POS0.4, ACCURACY0.630769230769, PRECISION0.625, RECALL0.582358674464
Round43, ROCAUC0.439583333333, LOGLOSS0.713183036582, F1 MACRO0.427083333333, F1 POS0.166666666667, ACCURACY0.545454545455, PRECISION0.525, RECALL0.508333333333
Round44, ROCAUC0.66369047619, LOGLOSS0.617656472921, F1 MACRO0.447693307342, F1 POS0.105263157895, ACCURACY0.66, PRECISION0.455555555556, RECALL0.480158730159
Round45, ROCAUC0.455357142857, LOGLOSS0.70847143564, F1 MACRO0.437037037037, F1 POS0.296296296296, ACCURACY0.472222222222, PRECISION0.487616099071, RECALL0.482142857143
Round46, ROCAUC0.543518518519, LOGLOSS0.685454114955, F1 MACRO0.52149321267, F1 POS0.307692307692, ACCURACY0.617021276596, PRECISION0.638211382114, RECALL0.562962962963
TOTAL All round, ROCAUC0.52392347357, LOGLOSS0.674688267304, F1 MACRO0.48462528249, F1 POS0.361003211256, ACCURACY0.573333308424, PRECISION0.53140109305, RECALL0.516357146002
