Round0, ROCAUC0.489028213166, LOGLOSS0.643099415302, F1 MACRO0.482312338223, F1 POS0.210526315789, ACCURACY0.625, PRECISION0.484375, RECALL0.487460815047
Round22, ROCAUC0.578784119107, LOGLOSS0.710542941303, F1 MACRO0.381593714927, F1 POS0.641975308642, ACCURACY0.491228070175, PRECISION0.736363636364, RECALL0.532258064516
Round23, ROCAUC0.563919259882, LOGLOSS0.686735396726, F1 MACRO0.55615942029, F1 POS0.695652173913, ACCURACY0.6, PRECISION0.576883384933, RECALL0.562657695542
Round24, ROCAUC0.547091412742, LOGLOSS0.69557840181, F1 MACRO0.499653499653, F1 POS0.512820512821, ACCURACY0.5, PRECISION0.5, RECALL0.5
Round25, ROCAUC0.575694444444, LOGLOSS0.688964976119, F1 MACRO0.525312908649, F1 POS0.673267326733, ACCURACY0.571428571429, PRECISION0.541666666667, RECALL0.534027777778
Round26, ROCAUC0.567251461988, LOGLOSS0.688175549378, F1 MACRO0.559523809524, F1 POS0.619047619048, ACCURACY0.567567567568, PRECISION0.568322981366, RECALL0.56432748538
Round27, ROCAUC0.455084745763, LOGLOSS0.635906493362, F1 MACRO0.401515151515, F1 POS0.0, ACCURACY0.670886075949, PRECISION0.36301369863, RECALL0.449152542373
Round28, ROCAUC0.664772727273, LOGLOSS0.774504720472, F1 MACRO0.27036199095, F1 POS0.423076923077, ACCURACY0.302325581395, PRECISION0.634146341463, RECALL0.53125
Round29, ROCAUC0.415217391304, LOGLOSS0.773409145692, F1 MACRO0.240963855422, F1 POS0.0, ACCURACY0.31746031746, PRECISION0.166666666667, RECALL0.434782608696
Round30, ROCAUC0.5, LOGLOSS0.693147182465, F1 MACRO0.14, F1 POS0.28, ACCURACY0.162790697674, PRECISION0.0813953488372, RECALL0.5
Round31, ROCAUC0.577871740662, LOGLOSS0.678063174612, F1 MACRO0.515217787498, F1 POS0.406779661017, ACCURACY0.539473684211, PRECISION0.520769230769, RECALL0.519027484144
Round32, ROCAUC0.424319727891, LOGLOSS0.690233280616, F1 MACRO0.380952380952, F1 POS0.0714285714286, ACCURACY0.535714285714, PRECISION0.380952380952, RECALL0.380952380952
Round33, ROCAUC0.611111111111, LOGLOSS0.61092970664, F1 MACRO0.481503941783, F1 POS0.117647058824, ACCURACY0.736842105263, PRECISION0.512458471761, RECALL0.546296296296
Round34, ROCAUC0.362980769231, LOGLOSS0.691929485954, F1 MACRO0.364583333333, F1 POS0.0625, ACCURACY0.508196721311, PRECISION0.383458646617, RECALL0.350961538462
Round35, ROCAUC0.637362637363, LOGLOSS0.731920523186, F1 MACRO0.313479623824, F1 POS0.454545454545, ACCURACY0.342465753425, PRECISION0.56592039801, RECALL0.524267399267
Round36, ROCAUC0.603703703704, LOGLOSS0.666920095682, F1 MACRO0.613095238095, F1 POS0.642857142857, ACCURACY0.615384615385, PRECISION0.623655913978, RECALL0.619259259259
Round37, ROCAUC0.566666666667, LOGLOSS0.636664714722, F1 MACRO0.452861952862, F1 POS0.0909090909091, ACCURACY0.692307692308, PRECISION0.450738916256, RECALL0.473333333333
Round38, ROCAUC0.438397581255, LOGLOSS0.675703226344, F1 MACRO0.498901098901, F1 POS0.228571428571, ACCURACY0.644736842105, PRECISION0.580882352941, RECALL0.533257747543
Round39, ROCAUC0.328869047619, LOGLOSS0.737079017871, F1 MACRO0.36801242236, F1 POS0.521739130435, ACCURACY0.405405405405, PRECISION0.365, RECALL0.379464285714
Round40, ROCAUC0.668367346939, LOGLOSS0.666311965539, F1 MACRO0.625924910935, F1 POS0.487804878049, ACCURACY0.676923076923, PRECISION0.625, RECALL0.65943877551
Round41, ROCAUC0.518390804598, LOGLOSS0.662369338617, F1 MACRO0.517924528302, F1 POS0.3, ACCURACY0.616438356164, PRECISION0.52625, RECALL0.536206896552
Round42, ROCAUC0.551656920078, LOGLOSS0.676222685667, F1 MACRO0.519046314059, F1 POS0.341463414634, ACCURACY0.584615384615, PRECISION0.553921568627, RECALL0.537524366472
Round43, ROCAUC0.460416666667, LOGLOSS0.702792566608, F1 MACRO0.528571428571, F1 POS0.357142857143, ACCURACY0.590909090909, PRECISION0.604166666667, RECALL0.5625
Round44, ROCAUC0.488095238095, LOGLOSS0.665570800304, F1 MACRO0.532224532225, F1 POS0.307692307692, ACCURACY0.64, PRECISION0.535087719298, RECALL0.531746031746
Round45, ROCAUC0.46875, LOGLOSS0.726210519671, F1 MACRO0.235247836349, F1 POS0.341463414634, ACCURACY0.25, PRECISION0.439393939394, RECALL0.473214285714
Round46, ROCAUC0.449074074074, LOGLOSS0.704572875449, F1 MACRO0.487434803224, F1 POS0.378378378378, ACCURACY0.510638297872, PRECISION0.489215686275, RECALL0.489814814815
TOTAL All round, ROCAUC0.521669062513, LOGLOSS0.682682803529, F1 MACRO0.451458643365, F1 POS0.327157234401, ACCURACY0.54486410483, PRECISION0.496499800403, RECALL0.498361988455
