Round0, ROCAUC0.55329153605, LOGLOSS0.686307796836, F1 MACRO0.515738498789, F1 POS0.285714285714, ACCURACY0.625, PRECISION0.516666666667, RECALL0.515673981191
Round34, ROCAUC0.466346153846, LOGLOSS0.626690103871, F1 MACRO0.47175257732, F1 POS0.16, ACCURACY0.655737704918, PRECISION0.471088435374, RECALL0.472756410256
Round35, ROCAUC0.503663003663, LOGLOSS0.697432483712, F1 MACRO0.394419306184, F1 POS0.435897435897, ACCURACY0.397260273973, PRECISION0.524122807018, RECALL0.520146520147
Round36, ROCAUC0.702222222222, LOGLOSS0.676790450628, F1 MACRO0.6629813191, F1 POS0.72131147541, ACCURACY0.673076923077, PRECISION0.711805555556, RECALL0.680740740741
Round37, ROCAUC0.706, LOGLOSS0.672062878425, F1 MACRO0.602777777778, F1 POS0.45, ACCURACY0.661538461538, PRECISION0.605, RECALL0.64
Round38, ROCAUC0.442932728647, LOGLOSS0.680750948818, F1 MACRO0.533188032495, F1 POS0.367346938776, ACCURACY0.592105263158, PRECISION0.537878787879, RECALL0.534013605442
Round39, ROCAUC0.421130952381, LOGLOSS0.694852666275, F1 MACRO0.518007662835, F1 POS0.622222222222, ACCURACY0.540540540541, PRECISION0.522435897436, RECALL0.520833333333
Round40, ROCAUC0.641581632653, LOGLOSS0.679380122973, F1 MACRO0.525069286974, F1 POS0.408163265306, ACCURACY0.553846153846, PRECISION0.557765151515, RECALL0.577806122449
Round41, ROCAUC0.611494252874, LOGLOSS0.653393346969, F1 MACRO0.576074332172, F1 POS0.390243902439, ACCURACY0.657534246575, PRECISION0.57937806874, RECALL0.611494252874
Round42, ROCAUC0.590643274854, LOGLOSS0.675022269671, F1 MACRO0.516590389016, F1 POS0.315789473684, ACCURACY0.6, PRECISION0.578282828283, RECALL0.545321637427
Round43, ROCAUC0.382291666667, LOGLOSS0.694624341347, F1 MACRO0.332286760858, F1 POS0.25641025641, ACCURACY0.340909090909, PRECISION0.331578947368, RECALL0.333333333333
Round44, ROCAUC0.577380952381, LOGLOSS0.663232901096, F1 MACRO0.427365883062, F1 POS0.0952380952381, ACCURACY0.62, PRECISION0.420265780731, RECALL0.452380952381
Round45, ROCAUC0.598214285714, LOGLOSS0.695307387246, F1 MACRO0.509222133119, F1 POS0.413793103448, ACCURACY0.527777777778, PRECISION0.57619047619, RECALL0.607142857143
Round46, ROCAUC0.575925925926, LOGLOSS0.675698237216, F1 MACRO0.526209677419, F1 POS0.375, ACCURACY0.574468085106, PRECISION0.55, RECALL0.538888888889
TOTAL All round, ROCAUC0.517189963148, LOGLOSS0.683793074708, F1 MACRO0.477336347106, F1 POS0.363871795936, ACCURACY0.554028828265, PRECISION0.514387668061, RECALL0.521185793672
