Round0, ROCAUC0.656739811912, LOGLOSS0.676525914669, F1 MACRO0.60113960114, F1 POS0.461538461538, ACCURACY0.65, PRECISION0.6, RECALL0.617554858934
Round25, ROCAUC0.482986111111, LOGLOSS0.699418708876, F1 MACRO0.481205673759, F1 POS0.595744680851, ACCURACY0.506493506494, PRECISION0.482142857143, RECALL0.482986111111
Round26, ROCAUC0.672514619883, LOGLOSS0.665824573588, F1 MACRO0.54693877551, F1 POS0.69387755102, ACCURACY0.594594594595, PRECISION0.640476190476, RECALL0.586257309942
Round27, ROCAUC0.5, LOGLOSS0.693147182465, F1 MACRO0.20202020202, F1 POS0.40404040404, ACCURACY0.253164556962, PRECISION0.126582278481, RECALL0.5
Round28, ROCAUC0.553977272727, LOGLOSS0.772774631894, F1 MACRO0.301400560224, F1 POS0.43137254902, ACCURACY0.325581395349, PRECISION0.6375, RECALL0.546875
Round29, ROCAUC0.433695652174, LOGLOSS0.757887845948, F1 MACRO0.315217391304, F1 POS0.130434782609, ACCURACY0.365079365079, PRECISION0.425438596491, RECALL0.472282608696
Round30, ROCAUC0.583333333333, LOGLOSS0.603918569726, F1 MACRO0.616071428571, F1 POS0.375, ACCURACY0.767441860465, PRECISION0.607843137255, RECALL0.630952380952
Round31, ROCAUC0.486610288936, LOGLOSS0.697585486268, F1 MACRO0.514204545455, F1 POS0.4375, ACCURACY0.526315789474, PRECISION0.514695340502, RECALL0.514446793517
Round32, ROCAUC0.431972789116, LOGLOSS0.685161027525, F1 MACRO0.499105545617, F1 POS0.230769230769, ACCURACY0.642857142857, PRECISION0.5, RECALL0.5
Round33, ROCAUC0.734567901235, LOGLOSS0.5929560494, F1 MACRO0.563775510204, F1 POS0.25, ACCURACY0.789473684211, PRECISION0.565559440559, RECALL0.731481481481
Round34, ROCAUC0.286858974359, LOGLOSS0.676463532643, F1 MACRO0.453021442495, F1 POS0.148148148148, ACCURACY0.622950819672, PRECISION0.454407294833, RECALL0.451923076923
Round35, ROCAUC0.675824175824, LOGLOSS0.700162977797, F1 MACRO0.406952578878, F1 POS0.455696202532, ACCURACY0.41095890411, PRECISION0.555172413793, RECALL0.543956043956
Round36, ROCAUC0.619259259259, LOGLOSS0.66526094251, F1 MACRO0.614814814815, F1 POS0.6, ACCURACY0.615384615385, PRECISION0.614814814815, RECALL0.614814814815
Round37, ROCAUC0.530666666667, LOGLOSS0.605428561339, F1 MACRO0.484126984127, F1 POS0.111111111111, ACCURACY0.753846153846, PRECISION0.55376344086, RECALL0.513333333333
Round38, ROCAUC0.421768707483, LOGLOSS0.693577304875, F1 MACRO0.482311579873, F1 POS0.243902439024, ACCURACY0.592105263158, PRECISION0.501152073733, RECALL0.500755857899
Round39, ROCAUC0.46130952381, LOGLOSS0.706230877219, F1 MACRO0.486530612245, F1 POS0.65306122449, ACCURACY0.540540540541, PRECISION0.507936507937, RECALL0.505952380952
Round40, ROCAUC0.625, LOGLOSS0.669603166213, F1 MACRO0.541176470588, F1 POS0.4, ACCURACY0.584615384615, PRECISION0.557950191571, RECALL0.577168367347
Round41, ROCAUC0.517816091954, LOGLOSS0.681782176233, F1 MACRO0.463235294118, F1 POS0.176470588235, ACCURACY0.616438356164, PRECISION0.46783625731, RECALL0.462068965517
Round42, ROCAUC0.529239766082, LOGLOSS0.673625510931, F1 MACRO0.516590389016, F1 POS0.315789473684, ACCURACY0.6, PRECISION0.578282828283, RECALL0.545321637427
Round43, ROCAUC0.466666666667, LOGLOSS0.709141413597, F1 MACRO0.528571428571, F1 POS0.357142857143, ACCURACY0.590909090909, PRECISION0.604166666667, RECALL0.5625
Round44, ROCAUC0.410714285714, LOGLOSS0.663213287592, F1 MACRO0.417249417249, F1 POS0.0909090909091, ACCURACY0.6, PRECISION0.407738095238, RECALL0.438492063492
Round45, ROCAUC0.636160714286, LOGLOSS0.712504688236, F1 MACRO0.356643356643, F1 POS0.410256410256, ACCURACY0.361111111111, PRECISION0.629032258065, RECALL0.589285714286
Round46, ROCAUC0.62962962963, LOGLOSS0.67266863965, F1 MACRO0.542754736303, F1 POS0.387096774194, ACCURACY0.595744680851, PRECISION0.578282828283, RECALL0.557407407407
TOTAL All round, ROCAUC0.540035255975, LOGLOSS0.681954570105, F1 MACRO0.466227007664, F1 POS0.385962917723, ACCURACY0.553056896171, PRECISION0.51684015417, RECALL0.525044207756
