Round0, ROCAUC0.53605015674, LOGLOSS0.650893170387, F1 MACRO0.515738498789, F1 POS0.285714285714, ACCURACY0.625, PRECISION0.516666666667, RECALL0.515673981191
Round27, ROCAUC0.493220338983, LOGLOSS0.621993975926, F1 MACRO0.441617189709, F1 POS0.0740740740741, ACCURACY0.683544303797, PRECISION0.439484126984, RECALL0.474152542373
Round28, ROCAUC0.603693181818, LOGLOSS0.69515715089, F1 MACRO0.481359649123, F1 POS0.421052631579, ACCURACY0.488372093023, PRECISION0.554398148148, RECALL0.566761363636
Round29, ROCAUC0.528260869565, LOGLOSS0.697190009412, F1 MACRO0.460181451613, F1 POS0.46875, ACCURACY0.460317460317, PRECISION0.491987179487, RECALL0.491847826087
Round30, ROCAUC0.52380952381, LOGLOSS0.679282370002, F1 MACRO0.450284090909, F1 POS0.181818181818, ACCURACY0.581395348837, PRECISION0.477380952381, RECALL0.462301587302
Round31, ROCAUC0.579281183932, LOGLOSS0.690244063735, F1 MACRO0.604166666667, F1 POS0.583333333333, ACCURACY0.605263157895, PRECISION0.607068607069, RECALL0.6088794926
Round32, ROCAUC0.505102040816, LOGLOSS0.603804540421, F1 MACRO0.479876160991, F1 POS0.117647058824, ACCURACY0.732142857143, PRECISION0.544025157233, RECALL0.511904761905
Round33, ROCAUC0.604938271605, LOGLOSS0.696574576068, F1 MACRO0.368421052632, F1 POS0.157894736842, ACCURACY0.438596491228, PRECISION0.542857142857, RECALL0.703703703704
Round34, ROCAUC0.341346153846, LOGLOSS0.675646171218, F1 MACRO0.416164480681, F1 POS0.129032258065, ACCURACY0.55737704918, PRECISION0.427648578811, RECALL0.410256410256
Round35, ROCAUC0.610347985348, LOGLOSS0.701097161803, F1 MACRO0.266114725015, F1 POS0.426966292135, ACCURACY0.301369863014, PRECISION0.439705882353, RECALL0.481227106227
Round36, ROCAUC0.593333333333, LOGLOSS0.691680144805, F1 MACRO0.557528671846, F1 POS0.549019607843, ACCURACY0.557692307692, PRECISION0.557692307692, RECALL0.557777777778
Round37, ROCAUC0.442, LOGLOSS0.640221141852, F1 MACRO0.527272727273, F1 POS0.2, ACCURACY0.753846153846, PRECISION0.591666666667, RECALL0.536666666667
Round38, ROCAUC0.52380952381, LOGLOSS0.667204968239, F1 MACRO0.431704885344, F1 POS0.117647058824, ACCURACY0.605263157895, PRECISION0.461697722567, RECALL0.486016628874
Round39, ROCAUC0.383928571429, LOGLOSS0.742057240493, F1 MACRO0.417104276069, F1 POS0.511627906977, ACCURACY0.432432432432, PRECISION0.416666666667, RECALL0.418154761905
Round40, ROCAUC0.672193877551, LOGLOSS0.6909085072, F1 MACRO0.569958343543, F1 POS0.490566037736, ACCURACY0.584615384615, PRECISION0.622104247104, RECALL0.661352040816
Round41, ROCAUC0.502873563218, LOGLOSS0.672565121357, F1 MACRO0.557575757576, F1 POS0.333333333333, ACCURACY0.671232876712, PRECISION0.556318681319, RECALL0.570689655172
Round42, ROCAUC0.495614035088, LOGLOSS0.685993189995, F1 MACRO0.400819392284, F1 POS0.0689655172414, ACCURACY0.584615384615, PRECISION0.543650793651, RECALL0.505360623782
Round43, ROCAUC0.504166666667, LOGLOSS0.6941036731, F1 MACRO0.435897435897, F1 POS0.333333333333, ACCURACY0.454545454545, PRECISION0.4375, RECALL0.441666666667
Round44, ROCAUC0.396825396825, LOGLOSS0.686099212766, F1 MACRO0.467275494673, F1 POS0.222222222222, ACCURACY0.58, PRECISION0.466735966736, RECALL0.468253968254
Round45, ROCAUC0.609375, LOGLOSS0.712094671196, F1 MACRO0.333333333333, F1 POS0.333333333333, ACCURACY0.333333333333, PRECISION0.482142857143, RECALL0.482142857143
Round46, ROCAUC0.593518518519, LOGLOSS0.692011598577, F1 MACRO0.589047399908, F1 POS0.536585365854, ACCURACY0.595744680851, PRECISION0.588827838828, RECALL0.589814814815
TOTAL All round, ROCAUC0.538047520827, LOGLOSS0.68219145922, F1 MACRO0.481522242817, F1 POS0.364917103915, ACCURACY0.565686928891, PRECISION0.522856293105, RECALL0.525852494403
