Round0, ROCAUC0.614420062696, LOGLOSS0.639028653502, F1 MACRO0.551337359793, F1 POS0.315789473684, ACCURACY0.675, PRECISION0.5625, RECALL0.550156739812
Round14, ROCAUC0.488524590164, LOGLOSS0.597455687821, F1 MACRO0.419847328244, F1 POS0.0, ACCURACY0.723684210526, PRECISION0.392857142857, RECALL0.450819672131
Round15, ROCAUC0.470779220779, LOGLOSS0.704531118812, F1 MACRO0.470867309118, F1 POS0.547368421053, ACCURACY0.481927710843, PRECISION0.487790697674, RECALL0.486363636364
Round16, ROCAUC0.568151147099, LOGLOSS0.689143065895, F1 MACRO0.460233531615, F1 POS0.313725490196, ACCURACY0.5, PRECISION0.527138157895, RECALL0.544534412955
Round17, ROCAUC0.526315789474, LOGLOSS0.730391918488, F1 MACRO0.343714821764, F1 POS0.492307692308, ACCURACY0.377358490566, PRECISION0.459627329193, RECALL0.479876160991
Round18, ROCAUC0.625, LOGLOSS0.66150013644, F1 MACRO0.688155922039, F1 POS0.652173913043, ACCURACY0.692307692308, PRECISION0.692307692308, RECALL0.703125
Round19, ROCAUC0.484285714286, LOGLOSS0.696962009638, F1 MACRO0.408701384311, F1 POS0.439024390244, ACCURACY0.410256410256, PRECISION0.458333333333, RECALL0.461428571429
Round20, ROCAUC0.381313131313, LOGLOSS0.700666661356, F1 MACRO0.331018518519, F1 POS0.291666666667, ACCURACY0.333333333333, PRECISION0.354761904762, RECALL0.34595959596
Round21, ROCAUC0.57519640853, LOGLOSS0.69389586548, F1 MACRO0.450549450549, F1 POS0.615384615385, ACCURACY0.5, PRECISION0.56862745098, RECALL0.535353535354
Round22, ROCAUC0.501240694789, LOGLOSS0.714663284912, F1 MACRO0.381593714927, F1 POS0.641975308642, ACCURACY0.491228070175, PRECISION0.736363636364, RECALL0.532258064516
Round23, ROCAUC0.632464255677, LOGLOSS0.676400947997, F1 MACRO0.585629720351, F1 POS0.591549295775, ACCURACY0.585714285714, PRECISION0.6, RECALL0.600925147183
Round24, ROCAUC0.486149584488, LOGLOSS0.693709238579, F1 MACRO0.460227272727, F1 POS0.545454545455, ACCURACY0.473684210526, PRECISION0.470769230769, RECALL0.473684210526
Round25, ROCAUC0.565625, LOGLOSS0.692338869169, F1 MACRO0.568022440393, F1 POS0.652173913043, ACCURACY0.584415584416, PRECISION0.56914893617, RECALL0.567708333333
Round26, ROCAUC0.652046783626, LOGLOSS0.656237847902, F1 MACRO0.510294117647, F1 POS0.470588235294, ACCURACY0.513513513514, PRECISION0.516666666667, RECALL0.516081871345
Round27, ROCAUC0.443644067797, LOGLOSS0.624031677276, F1 MACRO0.447552447552, F1 POS0.0769230769231, ACCURACY0.696202531646, PRECISION0.453196347032, RECALL0.482627118644
Round28, ROCAUC0.417613636364, LOGLOSS0.764050544694, F1 MACRO0.324119241192, F1 POS0.355555555556, ACCURACY0.325581395349, PRECISION0.450980392157, RECALL0.457386363636
Round29, ROCAUC0.434782608696, LOGLOSS0.696093631169, F1 MACRO0.436315789474, F1 POS0.552631578947, ACCURACY0.460317460317, PRECISION0.439814814815, RECALL0.436413043478
Round30, ROCAUC0.603174603175, LOGLOSS0.650815787703, F1 MACRO0.554865424431, F1 POS0.347826086957, ACCURACY0.651162790698, PRECISION0.569444444444, RECALL0.619047619048
Round31, ROCAUC0.536997885835, LOGLOSS0.6928478299, F1 MACRO0.484611371935, F1 POS0.518518518519, ACCURACY0.486842105263, PRECISION0.504464285714, RECALL0.50422832981
Round32, ROCAUC0.482993197279, LOGLOSS0.652615102806, F1 MACRO0.461233729485, F1 POS0.105263157895, ACCURACY0.696428571429, PRECISION0.472549019608, RECALL0.488095238095
Round33, ROCAUC0.734567901235, LOGLOSS0.580119271027, F1 MACRO0.627450980392, F1 POS0.333333333333, ACCURACY0.859649122807, PRECISION0.600694444444, RECALL0.768518518519
Round34, ROCAUC0.565705128205, LOGLOSS0.631377990129, F1 MACRO0.557971014493, F1 POS0.333333333333, ACCURACY0.672131147541, PRECISION0.55614973262, RECALL0.567307692308
Round35, ROCAUC0.661172161172, LOGLOSS0.663613508009, F1 MACRO0.596513605442, F1 POS0.458333333333, ACCURACY0.643835616438, PRECISION0.59500805153, RECALL0.608058608059
Round36, ROCAUC0.660740740741, LOGLOSS0.653696046999, F1 MACRO0.596004439512, F1 POS0.588235294118, ACCURACY0.596153846154, PRECISION0.596153846154, RECALL0.596296296296
Round37, ROCAUC0.318666666667, LOGLOSS0.693529436221, F1 MACRO0.385342789598, F1 POS0.111111111111, ACCURACY0.507692307692, PRECISION0.399891774892, RECALL0.376666666667
Round38, ROCAUC0.492063492063, LOGLOSS0.666629256387, F1 MACRO0.377049180328, F1 POS0.0, ACCURACY0.605263157895, PRECISION0.315068493151, RECALL0.469387755102
Round39, ROCAUC0.47619047619, LOGLOSS0.691969713649, F1 MACRO0.504334121355, F1 POS0.63829787234, ACCURACY0.540540540541, PRECISION0.515734265734, RECALL0.513392857143
Round40, ROCAUC0.664540816327, LOGLOSS0.690313056799, F1 MACRO0.622093023256, F1 POS0.5, ACCURACY0.661538461538, PRECISION0.628861003861, RECALL0.670280612245
Round41, ROCAUC0.571264367816, LOGLOSS0.652014598455, F1 MACRO0.544563279857, F1 POS0.363636363636, ACCURACY0.616438356164, PRECISION0.558385579937, RECALL0.585632183908
Round42, ROCAUC0.644249512671, LOGLOSS0.661425173283, F1 MACRO0.596273291925, F1 POS0.478260869565, ACCURACY0.630769230769, PRECISION0.615560640732, RECALL0.598440545809
Round43, ROCAUC0.483333333333, LOGLOSS0.69774331762, F1 MACRO0.508684863524, F1 POS0.307692307692, ACCURACY0.590909090909, PRECISION0.622807017544, RECALL0.558333333333
Round44, ROCAUC0.529761904762, LOGLOSS0.651912950873, F1 MACRO0.5625, F1 POS0.3, ACCURACY0.72, PRECISION0.625, RECALL0.565476190476
Round45, ROCAUC0.504464285714, LOGLOSS0.774180048042, F1 MACRO0.360617760618, F1 POS0.378378378378, ACCURACY0.361111111111, PRECISION0.549261083744, RECALL0.544642857143
Round46, ROCAUC0.614814814815, LOGLOSS0.674679120804, F1 MACRO0.608333333333, F1 POS0.466666666667, ACCURACY0.659574468085, PRECISION0.674324324324, RECALL0.619444444444
TOTAL All round, ROCAUC0.528334490435, LOGLOSS0.674523374312, F1 MACRO0.492060128847, F1 POS0.381082813006, ACCURACY0.575978948694, PRECISION0.533188693527, RECALL0.538448568291
