Round0, ROCAUC0.51724137931, LOGLOSS0.669857252389, F1 MACRO0.54233409611, F1 POS0.347826086957, ACCURACY0.625, PRECISION0.541666666667, RECALL0.543887147335
Round25, ROCAUC0.467708333333, LOGLOSS0.691533606548, F1 MACRO0.525352952873, F1 POS0.710280373832, ACCURACY0.597402597403, PRECISION0.57311827957, RECALL0.547222222222
Round26, ROCAUC0.618421052632, LOGLOSS0.686501435331, F1 MACRO0.574712643678, F1 POS0.666666666667, ACCURACY0.594594594595, PRECISION0.606643356643, RECALL0.58918128655
Round27, ROCAUC0.61186440678, LOGLOSS0.625996812235, F1 MACRO0.51430098904, F1 POS0.206896551724, ACCURACY0.708860759494, PRECISION0.545238095238, RECALL0.524152542373
Round28, ROCAUC0.576704545455, LOGLOSS0.770226355209, F1 MACRO0.312189740761, F1 POS0.408163265306, ACCURACY0.325581395349, PRECISION0.531578947368, RECALL0.517045454545
Round29, ROCAUC0.503260869565, LOGLOSS0.73171357503, F1 MACRO0.453571428571, F1 POS0.392857142857, ACCURACY0.460317460317, PRECISION0.535239361702, RECALL0.528804347826
Round30, ROCAUC0.587301587302, LOGLOSS0.641503920389, F1 MACRO0.590476190476, F1 POS0.380952380952, ACCURACY0.697674418605, PRECISION0.591133004926, RECALL0.646825396825
Round31, ROCAUC0.612403100775, LOGLOSS0.676641172876, F1 MACRO0.586303775241, F1 POS0.537313432836, ACCURACY0.592105263158, PRECISION0.586134453782, RECALL0.586680761099
Round32, ROCAUC0.498299319728, LOGLOSS0.676902067448, F1 MACRO0.531660692951, F1 POS0.322580645161, ACCURACY0.625, PRECISION0.531674208145, RECALL0.535714285714
Round33, ROCAUC0.555555555556, LOGLOSS0.596340691834, F1 MACRO0.50101010101, F1 POS0.133333333333, ACCURACY0.771929824561, PRECISION0.519444444444, RECALL0.564814814815
Round34, ROCAUC0.716346153846, LOGLOSS0.56284291627, F1 MACRO0.641176470588, F1 POS0.4, ACCURACY0.803278688525, PRECISION0.702380952381, RECALL0.622596153846
Round35, ROCAUC0.492673992674, LOGLOSS0.753595444846, F1 MACRO0.394419306184, F1 POS0.435897435897, ACCURACY0.397260273973, PRECISION0.524122807018, RECALL0.520146520147
Round36, ROCAUC0.585185185185, LOGLOSS0.680046510811, F1 MACRO0.615384615385, F1 POS0.615384615385, ACCURACY0.615384615385, PRECISION0.616296296296, RECALL0.616296296296
Round37, ROCAUC0.654666666667, LOGLOSS0.639219444073, F1 MACRO0.512870641903, F1 POS0.258064516129, ACCURACY0.646153846154, PRECISION0.512755102041, RECALL0.513333333333
Round38, ROCAUC0.403628117914, LOGLOSS0.690103755185, F1 MACRO0.448912326961, F1 POS0.19512195122, ACCURACY0.565789473684, PRECISION0.457373271889, RECALL0.472033257748
Round39, ROCAUC0.360119047619, LOGLOSS0.701064029255, F1 MACRO0.417104276069, F1 POS0.511627906977, ACCURACY0.432432432432, PRECISION0.416666666667, RECALL0.418154761905
Round40, ROCAUC0.65625, LOGLOSS0.646125796667, F1 MACRO0.613095238095, F1 POS0.47619047619, ACCURACY0.661538461538, PRECISION0.615384615385, RECALL0.649234693878
Round41, ROCAUC0.529885057471, LOGLOSS0.663882164106, F1 MACRO0.532051282051, F1 POS0.333333333333, ACCURACY0.616438356164, PRECISION0.54267310789, RECALL0.56091954023
Round42, ROCAUC0.560916179337, LOGLOSS0.675776616427, F1 MACRO0.37818877551, F1 POS0.0625, ACCURACY0.538461538462, PRECISION0.383333333333, RECALL0.465886939571
Round43, ROCAUC0.564583333333, LOGLOSS0.680926952172, F1 MACRO0.541666666667, F1 POS0.333333333333, ACCURACY0.636363636364, PRECISION0.8, RECALL0.6
Round44, ROCAUC0.656746031746, LOGLOSS0.609673089981, F1 MACRO0.411764705882, F1 POS0.0, ACCURACY0.7, PRECISION0.357142857143, RECALL0.486111111111
Round45, ROCAUC0.504464285714, LOGLOSS0.697191271517, F1 MACRO0.38125, F1 POS0.3125, ACCURACY0.388888888889, PRECISION0.479166666667, RECALL0.473214285714
Round46, ROCAUC0.538888888889, LOGLOSS0.681093964805, F1 MACRO0.576127320955, F1 POS0.413793103448, ACCURACY0.63829787234, PRECISION0.649122807018, RECALL0.594444444444
TOTAL All round, ROCAUC0.559083672138, LOGLOSS0.675669511614, F1 MACRO0.486661119455, F1 POS0.372843195687, ACCURACY0.577324480924, PRECISION0.52929397805, RECALL0.542114868907
